poster_path,wiki_link,original_title,genres,story,summary,actors,rating_txt,votes_txt,tags
https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Hum_Chaar_poster.jpg/220px-Hum_Chaar_poster.jpg,https://en.wikipedia.org/wiki/Hum_Chaar,Hum chaar,Drama,The story of the film revolves around four college friends went their own direction in life  but remained inseparable from each other.,The story of the film revolves around four college friends went their own direction in life  but remained inseparable from each other.,Prit Kamani|Simran Sharma|Anshuman Malhotra|Tushar Pandey|Vibha Anand|Jatin Goswami|Jagat Rawat|Sonal Jha|Shailesh Datar|Jayshankar Tripathi|Alok Pandey|Sushant Mohindru|Shahnawaz Pradhan|Amit Kumar Jha|,medium_rating,low_votes,drama story film revolve college friend go direction life remain inseparable pritkamani simransharma anshumanmalhotra tusharpandey vibhaanand medium_rating low_vote
https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Total_Dhamaal_poster.jpg/220px-Total_Dhamaal_poster.jpg,https://en.wikipedia.org/wiki/Total_Dhamaal,Total Dhamaal,Action|Adventure|Comedy,Total Dhamaal is the third instalment in the Dhamaal franchise. A hidden booty of 50 crore leads to a mad chase amongst a bunch of greedy and eccentric characters. In them  are a bickering couple on the verge of a divorce  greedy siblings  local goons  a police commissioner and the mastermind of the loot. Will they finally discover the hidden treasure?,A group of people learn about a hidden treasure and then they race to find it and claim it.,Ajay Devgn|Madhuri Dixit|Anil Kapoor|Riteish Deshmukh|Arshad Warsi|Javed Jaffrey|Esha Gupta|Boman Irani|Sanjay Mishra|Vijay Patkar|Pitobash|Mahesh Manjrekar|Ali|,low_rating,very_high_votes,action adventure comedy group people learn hidden treasure race find claim ajaydevgn madhuridixit anilkapoor riteishdeshmukh arshadwarsi low_rate very_high_votes
https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sonchiriya_poster.jpg/220px-Sonchiriya_poster.jpg,https://en.wikipedia.org/wiki/Sonchiriya,Sonchiriya,Action|Crime|Drama,This is the story of a group of rebels in Chambal. The year is 1975. The Prime Minister  Indira Gandhi  has declared Emergency in the country. Man Singh (Manoj Bajpayee) meanwhile leads a gang in Chambal  a region that more or less is lawless. Vakil Singh (Ranvir Shorey) and Lakhna (Sushant Singh Rajput) are important members of this gang. Man Singh is in need of money to procure new arms. Based on a tip from Lacchu (Jaspal Sharma)  he and his men descend to Brahmpuri village. A marriage is taking place in this hamlet where the groom is about to get a huge amount of gold and cash. Man Singh and his gang reaches the marriage venue in order to loot this wealth. However  the cops  led by Virender Gujjar (Ashutosh Rana) ambush the gang. In the tough fight  Man Singh and half of the gang get killed. Vakil  Lakhna and others escape. Vakil  now the leader of the gang  accuses Lakhna of betraying them and calling the cops. Lakhna is fed up of being a rebel and wants to surrender. Meanwhile  ...,Set in the Chambal valley  the film follows the story of a legion of dreaded  warring dacoits who once terrorized the Indian heartlands.,Sushant Singh Rajput|Bhumi Pednekar|Manoj Bajpayee|Ranvir Shorey|Ashutosh Rana|Gagandev Riar|,very_high_rating,high_votes,action crime drama set chambal valley film follow story legion dreaded warring dacoit terrorize indian heartland sushantsinghrajput bhumipednekar manojbajpayee ranvirshorey ashutoshrana very_high_rating high_votes
https://upload.wikimedia.org/wikipedia/en/0/0c/Badla_poster.jpg,https://en.wikipedia.org/wiki/Badla_(2019_film),Badla,Crime|Drama|Mystery,Naina Sethi a successful entrepreneur finds herself locked in a hotel room.When she gains conscious she finds herself lying to corpse of her lover Arjun she is arrested for the murder.But left on bail her lawyer Jimmy hires a defense lawyer Badal Gupta who hasn't lost a case since last 40 years.Badal and Naina discuss about the events that happened during that day.But Badal feels that there are lot many loopholes in Naina's story.,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Amitabh Bachchan|Taapsee Pannu|Amrita Singh|Antonio Aakeel|Tony Luke|Tanveer Ghani|Tariqsafdar Hussain|Mark Mansfield|,very_high_rating,very_high_votes,crime drama mystery dynamic young entrepreneur find lock hotel room corpse dead lover hire prestigious lawyer defend work figure actually happen amitabhbachchan taapseepannu amritasingh antonioaakeel tonyluke very_high_rating very_high_votes
https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Mard_Ko_Dard_Nahi_Hota.jpg/220px-Mard_Ko_Dard_Nahi_Hota.jpg,https://en.wikipedia.org/wiki/Mard_Ko_Dard_Nahi_Hota,Mard Ko Dard Nahin Hota,Action|Comedy,It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain  and he sets out to learn martial arts and hunt down muggers.,It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain  and he sets out to learn martial arts and hunt down muggers.,Abhimanyu Dasani|Radhika Madan|Prateek Parmar|Satyajit Ganu|,very_high_rating,high_votes,action comedy story young boy surya rare condition congenital insensitivity pain meaning feel pain set learn martial art hunt mugger abhimanyudasani radhikamadan prateekparmar satyajitganu very_high_rating high_vote
https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Hamid_film_poster.jpg/220px-Hamid_film_poster.jpg,https://en.wikipedia.org/wiki/Hamid_(film),Hamid,Drama,Hamid's (8) father has gone missing. His mother Ishrat has turned indifferent towards Hamid and the entire world after the incident. Neglected and lonely  with a heart searching for answers  Hamid star gazes in the hope of meeting his father. The number 786 always bewildered Hamid. One day a teacher tells Hamid that this is God's number. Using his father's old mobile phone  after trying different combinations  he finally manages to connect to a person  who he is convinced is God. On the other side is Abhay  a hard-knuckled CRPF Jawaan. Hamid's phone call  though surprising at first  intrigues Abhay who engages in humouring Hamid. These two  unknowingly and unintentionally  change each other's world for the better.,Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God  by dialing this number. He wants to talk to his father  who his mother tells him has gone to Allah. One fine day the phone call is answered.,Talha Arshad Reshi|Vikas Kumar|Rasika Dugal|Sumit Kaul|Bashir Lone|Gurveer Singh|Ashraf Nagoo|Mir Sarwar|Qazi Faiz|Umar Adil|,very_high_rating,medium_votes,drama year old hamid learn god number decide try reach god dial number want talk father mother tell go allah fine day phone answer talhaarshadreshi vikaskumar rasikadugal sumitkaul bashirlone very_high_rating medium_vote
https://upload.wikimedia.org/wikipedia/en/7/71/Photograph_%282019_poster%29.png,https://en.wikipedia.org/wiki/Photograph_(film),Photograph,Drama|Romance,Two lives intersect in Mumbai and go along together. A struggling street photographer  pressured to marry by his grandmother  convinces a shy stranger to pose as his fiancée. The pair develops a connection that transforms them in ways that they could not expect. From Ritesh Batra (The Lunchbox).,A struggling street photographer in Mumbai  pressured to marry by his grandmother  convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.,Nawazuddin Siddiqui|Sanya Malhotra|Sachin Khedekar|Denzil Smith|Brinda Trivedi|Lubna Salim|Rajesh Kumar Sharma|Shihaan Bakshi|Akash Sinha|Seema Pravin Shende|Robin Das|Bhagwan Das Patel|Ashok Pathak|Amarjeet Singh|,very_high_rating,high_votes,drama romance struggle street photographer mumbai pressure marry grandmother convince shy stranger pose fiancée pair develop connection transform way expect nawazuddinsiddiqui sanyamalhotra sachinkhedekar denzilsmith brindatrivedi very_high_rating high_votes
https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Mere_Pyare_Prime_Minister_poster.jpg/220px-Mere_Pyare_Prime_Minister_poster.jpg,https://en.wikipedia.org/wiki/Mere_Pyare_Prime_Minister,Mere Pyare Prime Minister,Drama,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.,Rasika Agashe|Sonia Albizuri|Syna Anand|Adarsh Bharti|Makrand Deshpande|Om Kanojiya|Atul Kulkarni|Anjali Patil|Prasad|Nachiket Purnapatre|Niteesh Wadhwa|,high_rating,medium_votes,drama story child live mumbai slum india year old kanhu write letter prime minister dramatic incident mother small boy achieve impossible rasikaagashe soniaalbizuri synaanand adarshbharti makranddeshpande high_rating medium_vote
https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/22_Yards_film_poster.jpeg/220px-22_Yards_film_poster.jpeg,https://en.wikipedia.org/wiki/22_Yards,22 Yards,Sport,A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,Barun Sobti|Rajit Kapur|Panchhi Bora|Kartikey Tripathi|,medium_rating,low_votes,sport dramatic portrayal victorious tale fall cricket agent young cricketer barunsobti rajitkapur panchhibora kartikeytripathi medium_rate low_vote
https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Kesari_poster.jpg/220px-Kesari_poster.jpg,https://en.wikipedia.org/wiki/Kesari_(film),Kesari,Action|Drama|History,This period war-drama showcases the 1897 Battle of Saragarhi. The plot focuses on Havildar Ishar Singh who led a platoon of 21 Sikhs against an invading army of 10 000 Afghans to defend the North-West Frontier Province. The event is considered as one of the greatest last-stands in history.,Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10 000 Afghans in 1897.,Akshay Kumar|Parineeti Chopra|Suvinder Vicky|Vansh Bhardwaj|Sumeet Basran|Ajit Singh|Sandeep Nahar|Harwinder Singh Aujla|Rakesh Sharma|Adhrit Sharma|Vivek Saini|Harbhagwan Singh|Rajdeep Singh Dhaliwal|Gurpreet Toti|,very_high_rating,very_high_votes,action drama history base incredible true story battle saragarhi army sikh fight afghan akshaykumar parineetichopra suvindervicky vanshbhardwaj sumeetbasran very_high_rating very_high_votes
https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Notebook_film_poster.jpg/220px-Notebook_film_poster.jpg,https://en.wikipedia.org/wiki/Notebook_(2019_film),Notebook,Drama|Romance,In the Kashmir valley Kabir a former army officer comes as a teacher in a school which was once run by his father.The school has no facilities and is soon to be shut without a teacher.After finding about the new teacher students start to attend the school. But the they don't like Kabir as he is strict.Kabir then comes across the diary of previous teacher Firdaus and adopts her way of teaching and becomes friend of the students.He gets to know more about Firdaus and wants to know where and what she is doing presently.,An ex-army officer  Kabir  becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook  left behind by the previous year's teacher Firdaus (Pranutan Bahl).,Zaheer Iqbal|Pranutan Bahl|Mir Mohammed Mehroos|Mir Mohammed Zayan|Soliha Maqbool|Baba Hatim|Adiba Bhat|Hafsa Ashraf|Madikha|Bareen|Mozim Bhat|Mir Sarwar|Hemant Kher|Shrysh Zutshi|,high_rating,high_votes,drama romance ex army officer kabir teacher kashmir school miserable condition thing turn kabir find notebook leave previous year teacher firdaus pranutan bahl zaheeriqbal pranutanbahl mirmohammedmehroo mirmohammedzayan solihamaqbool high_rating high_vote
https://upload.wikimedia.org/wikipedia/en/e/e2/Junglee_film_poster.jpg,https://en.wikipedia.org/wiki/Junglee_(2019_film),Junglee,Action|Adventure,Dipankar Nair runs a Elephant sanctuary but things have turned bad as hunters are frequently killing Elephants for their tusks.His son Raj a Vet in Mumbai arrives for 10th death anniversary of his mother befriends his childhood animals Bhola and Didi.Keshav an hunter has an eye on huge tusks of Bhola which could fetch good money.Keshav kills Bhola for his tusks and also Dipankar who tries to save him.The cops arrive at funeral of Dipankar and falsely implicate him of being with hunters and also frame Raj for it.,The story revolves around a vet  who on his homecoming to his father's elephant reserve  encounters and fights an international poachers racket.,Vidyut Jammwal|Lars Kjeldsen|,medium_rating,medium_votes,action adventure story revolve vet homecoming father elephant reserve encounter fight international poacher racket vidyutjammwal larskjeldsen medium_rating medium_vote
https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Gone_Kesh_film_poster.jpg/220px-Gone_Kesh_film_poster.jpg,https://en.wikipedia.org/wiki/Gone_Kesh,Gone Kesh,Drama,Enakshi is diagnosed with Alopecia  where she begins to lose hair from her scalp. Although she finds her temporary fix to this  it begins to steal previous years of her youth and takes her life by a storm. Will she be able to find a cure?,Enakshi is diagnosed with Alopecia  where she begins to lose hair from her scalp. Although she finds her temporary fix to this  it begins to steal previous years of her youth and takes her life by a storm. Will she be able to find a cure?,Deepika Amin|Kumar Kanchan Ghosh|Brijendra Kala|Jitendra Kumar|Mukesh Pandey|Santosh Rai|Vipin Sharma|,very_high_rating,low_votes,drama enakshi diagnose alopecia begin lose hair scalp find temporary fix begin steal previous year youth take life storm able find cure deepikaamin kumarkanchanghosh brijendrakala jitendrakumar mukeshpandey very_high_rating low_vote
https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Albert_Pinto_Ko_Gussa_Kyun_Aata_Hai_film_poster.jpg/220px-Albert_Pinto_Ko_Gussa_Kyun_Aata_Hai_film_poster.jpg,https://en.wikipedia.org/wiki/Albert_Pinto_Ko_Gussa_Kyun_Aata_Hai%3F,Albert Pinto Ko Gussa Kyun Aata Hai?,Drama,Albert leaves his house one morning without telling anyone where he is going. His girlfriend Stella files a complaint with the police and when he doesn't return after days  she begins to fear. What she doesn't know is that Albert is traversing a road journey from Mumbai to Goa. Nayar who drives the vehicle accompanies him on his mission. Punctuating their cynical  witty and devastating conversations  we see Albert's flashbacks of a world where he and Stella try and weave a life together. Albert's anger stems from experiences that life has presented to him. It is this anger that is taking him on a journey to settle a score and enable him to lead a life of dignity and hope.,Albert Pinto goes missing one day and his girlfriend and family start making rounds at the police station to track him down. Unknown to them  he is on his way to Goa to carry out his first assignment as a hitman.,Manav Kaul|Nandita Das|,medium_rating,low_votes,drama albert pinto go miss day girlfriend family start make round police station track unknown way goa carry assignment hitman manavkaul nanditadas medium_rate low_vote
https://upload.wikimedia.org/wikipedia/en/7/79/The_Tashkent_Files_poster.jpg,https://en.wikipedia.org/wiki/The_Tashkent_Files,The Tashkent Files,Drama|Mystery|Thriller,The Tashkent Files is a thriller that revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death  or  as alleged  was assassinated.,The Tashkent Files is a thriller that revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death  or  as alleged  was assassinated.,Naseeruddin Shah|Mithun Chakraborty|Shweta Basu Prasad|Pankaj Tripathi|Vinay Pathak|Mandira Bedi|Rajesh Sharma|Prakash Belawadi|Ankur Rathee|,very_high_rating,very_high_votes,drama mystery thriller tashkent file thriller revolve mysterious death india 2nd prime minister shri lal bahadur shastri attempt uncover actually die natural death allege assassinate naseeruddinshah mithunchakraborty shwetabasuprasad pankajtripathi vinaypathak very_high_rating very_high_votes
https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Kalank_Poster.jpg/220px-Kalank_Poster.jpg,https://en.wikipedia.org/wiki/Kalank,Kalank,Drama|Romance,Set in 1945  in Pre-Independent India  the elite  opulent and solemn world of the Chaudhry family  and the wild  mysterious and musical underbelly of the town  Hira Mandi  clash when Roop Chaudhry encounters Zafar  a daredevil from Hira Mandi  unleashing deep-buried truths  secrets of betrayal and affairs that threaten to bring the both worlds crashing down.,The lives of six enigmatic characters become entangled whilst in search of love  but separated by the dichotomy between the two worlds of Husnabad  a town in North India.,Varun Dhawan|Alia Bhatt|Aditya Roy Kapoor|Madhuri Dixit|Sonakshi Sinha|Sanjay Dutt|Kunal Khemu|Pawan Chopra|,low_rating,very_high_votes,drama romance life enigmatic character entangled whilst search love separate dichotomy world husnabad town north india varundhawan aliabhatt adityaroykapoor madhuridixit sonakshisinha low_rate very_high_votes
https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Setters_Official_Poster.png/220px-Setters_Official_Poster.png,https://en.wikipedia.org/wiki/Setters_(film),Setters,Thriller,"A thriller set in Benares  Jaipur  Mumbai and Delhi  Setters is about a racket profiteering from academic scams. The film follows a cat-and-mouse game between two good friends: one a cop  and the other a ""setter"" who arranges brilliant students in place of weak students to appear in examinations.",A thriller set in Benares  Jaipur  Mumbai and Delhi  Setters is about a racket profiteering from academic scams. The film follows a cat-and-mouse game between two good friends: one a cop  ...                    ,Shreyas Talpade|Aftab Shivdasani|Sonnalli Seygall|Ishita Dutta|Pavan Malhotra|Vijay Raaz|Manu Rishi Chadha|Anil Charanjeett|Pankaj Jha|Jameel Khan|Niharika Kundu|Tanuka Laghate|Venus Singh|Neeraj Sood|,medium_rating,low_votes,thriller thriller set benare jaipur mumbai delhi setter racket profiteer academic scam film follow cat mouse game good friend cop shreyastalpade aftabshivdasani sonnalliseygall ishitadutta pavanmalhotra medium_rating low_vote
https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Student_of_the_year_2_Poster.jpg/220px-Student_of_the_year_2_Poster.jpg,https://en.wikipedia.org/wiki/Student_of_the_Year_2,Student of the Year 2,Drama|Romance|Sport,A student must face off against bullies and overcome hurdles  both academic and romantic  to win his college's coveted Student of the Year trophy.,A student must face off against bullies and overcome hurdles  both academic and romantic  to win his college's coveted Student of the Year trophy.,Tiger Shroff|Ananya Panday|Tara Sutaria|Aditya Seal|Manoj Pahwa|Ayesha Raza|Rajesh Kumar|Manasi Joshi Roy|Samir Soni|Gul Panag|Manjot Singh|Sahil Anand|Harsh Beniwal|Daljeet Singh Gujral|,low_rating,very_high_votes,drama romance sport student face bully overcome hurdle academic romantic win college coveted student year trophy tigershroff ananyapanday tarasutaria adityaseal manojpahwa low_rate very_high_votes
